PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS60194698,05/08/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS69160709,05/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS75058820,06/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS32196469,08/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS5716192A,09/08/2011,PUDSEY CIVIC HALL CP - PUDSEY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS75058886,09/08/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27215462,09/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27215473,09/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS27215484,09/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS47167114,10/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS59152486,10/08/2011,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS76065956,10/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS76065967,10/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS4716709A,10/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS76066041,10/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS89595282,10/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS5915276A,11/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS59152828,11/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS59152759,11/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS6019533A,11/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS60195409,11/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS3115213A,12/08/2011,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS70132110,12/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS25229830,13/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS23175184,13/08/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS31152184,13/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS36171561,13/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS21183647,15/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS26165686,15/08/2011,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS6416052A,15/08/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS46180933,15/08/2011,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS64160472,15/08/2011,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS32197064,16/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS3419476A,16/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS32197020,16/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS59153401,17/08/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS50193076,17/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS75059561,17/08/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS89813292,17/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS40175657,18/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS5915365A,18/08/2011,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS32197188,18/08/2011,BURLEY ROAD CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,30/03/2020,0,0,
LS48192784,18/08/2011,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS16137469,19/08/2011,PUDSEY CIVIC HALL CP - PUDSEY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS26166033,19/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS26166044,19/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS48192886,19/08/2011,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS75059696,19/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS15105015,20/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS75059798,20/08/2011,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,30/03/2020,0,0,
LS15104930,20/08/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS45178561,22/08/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS40175908,23/08/2011,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS64161136,23/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS69161938,23/08/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS69161971,23/08/2011,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS44169441,24/08/2011,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS56141111,24/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS15105401,25/08/2011,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS56141213,25/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS56141224,25/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS56141257,25/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS62160427,25/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS63156108,26/08/2011,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS63156119,26/08/2011,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27216807,26/08/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS4618170A,26/08/2011,INTERNATIONAL POOL CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS27216953,27/08/2011,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS59154925,27/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS59155010,27/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS59155043,27/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS40176219,30/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS13188612,31/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS1318869A,31/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS19162327,31/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS23176915,31/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS23176926,31/08/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS15105569,31/08/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS38199732,31/08/2011,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS13188805,01/09/2011,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS21184515,02/09/2011,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS59155713,02/09/2011,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS15105773,03/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS55181154,03/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS19162586,03/09/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27217581,03/09/2011,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS13189193,05/09/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS21184810,05/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS58169450,05/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS58169494,05/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS58169406,05/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS58169621,06/09/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS58169723,07/09/2011,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,30/03/2020,0,0,
LS65175963,08/09/2011,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS65175985,08/09/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS65176026,08/09/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS27218369,08/09/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS28203039,08/09/2011,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS46182473,08/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS13189626,09/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS31154463,09/09/2011,QUARRY HILL F CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS4017673A,09/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS46182597,09/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS5816995A,09/09/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS26167116,12/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS3115493A,12/09/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS56142464,12/09/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS19163807,13/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS38200853,13/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS45180428,15/09/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS89819313,15/09/2011,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS27219452,16/09/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS46183104,16/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS46183115,16/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS19164184,16/09/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS65176795,17/09/2011,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS69163536,17/09/2011,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,30/03/2020,0,0,
LS34196776,17/09/2011,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS63156957,17/09/2011,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS65176820,17/09/2011,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS65176831,17/09/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS10076474,19/09/2011,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27219893,19/09/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27219907,19/09/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS63157257,19/09/2011,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS40177390,19/09/2011,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,30/03/2020,0,0,
LS65176897,19/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS36173057,20/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS46183217,20/09/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS58170711,20/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS58170722,20/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS40177608,20/09/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS50196085,20/09/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS58170631,20/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS13191297,21/09/2011,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS32199569,21/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS65177153,21/09/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS34197145,21/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS69164357,22/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS2820525A,22/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS71161136,23/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS13191752,23/09/2011,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS23179709,23/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS7116109A,23/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS71161191,23/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS6019665A,26/09/2011,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS60196718,26/09/2011,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,30/03/2020,0,0,
LS63158216,27/09/2011,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS27221090,27/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS25234171,28/09/2011,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS47168263,28/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS76069913,28/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS27221206,28/09/2011,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS50197270,29/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27221705,30/09/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS65178101,30/09/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS7013539A,01/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS2820665A,03/10/2011,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS45181759,03/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS69165291,03/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS50198069,04/10/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27222195,04/10/2011,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS31157133,04/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS50198105,04/10/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS59160338,04/10/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS76070606,06/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS71161839,06/10/2011,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS76070570,06/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS55183604,07/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS55183626,07/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS59161046,07/10/2011,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS2318137A,07/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS55183579,07/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS55183615,07/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS65178305,07/10/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS16140077,08/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS40179319,08/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS59161283,08/10/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS16140099,08/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS25235720,09/10/2011,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS6916578A,09/10/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS25235844,10/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS25235913,10/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS19167353,10/10/2011,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS59161410,10/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS50198976,11/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS57162842,11/10/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS13194218,11/10/2011,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27222763,11/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27222832,11/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS15108068,12/10/2011,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS5518382A,12/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS63159514,12/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS40179658,12/10/2011,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS5116721A,12/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS51167220,12/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS40179727,13/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS44172118,13/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS50199254,13/10/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS27223074,13/10/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS48197121,14/10/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS55184196,14/10/2011,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS13194943,14/10/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS19167910,14/10/2011,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS48197176,14/10/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS71161963,14/10/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,0,0,
LS11745183,09/04/2018,INTERNATIONAL POOL CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/01/2020,83,0,
LS1462455A,20/06/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,0,0,
LS03835429,04/08/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,83,0,
